Mã HP,Tên HP,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện quản lý
BF4721,Sinh vật biến đổi gen và ứng dụng,2(2-0-0-4),2,2,0.7,,Genetically Modified Organism and Application,Sinh vật biến đổi gen và ứng dụng,VCNSHVTP
BF4722,Công nghệ nuôi cấy mô tế bào thực vật,2(2-0-0-4),2,2,0.7,,Plant Cell and Tissue Culture Technology,Công nghệ nuôi cấy mô tế bào thực vật,VCNSHVTP
BF4723,TN kỹ thuật nuôi cấy tế động vật,2(0-0-4-4),2,6,0.7,,Practical work in Animal Cell Technology,TN kỹ thuật nuôi cấy tế động vật,VCNSHVTP
BF4724,TN Công nghệ enzyme,2(0-0-4-4),2,6,0.7,,Enzyme Technology Lab,TN Công nghệ enzyme,VCNSHVTP
BF4704,TN Kỹ thuật sinh học xử lý chất thải,2(0-0-4-4),2,6,0.7,,Waste Treatment Bioengineering Lab,TN Kỹ thuật sinh học xử lý chất thải,VCNSHVTP
BF4781,Thực tập kỹ thuật KTSH,2(0-0-6-4),2,4,0.7,,Engineering Practicum,Thực tập kỹ thuật KTSH,VCNSHVTP
BF4791,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,VCNSHVTP
FL3006,Kỹ năng giao tiếp nhóm,3(2-1-0-6),3,3,0.5,,Group Communication,Kỹ năng giao tiếp nhóm,KNN
TE2201,Động lực học phân tích,2(2-1-0-4),2,3,0.7,,Analytical Dynamics and Tutorial,Động lực học phân tích,VCKDL
TE2402,Cơ học vật liệu,2(2-0-1-4),2,3.5,0.7,,Mechanics of Materials and Tutorial,Cơ học vật liệu,VCKDL
TE2440,Nhiệt động học,2(2-1-0-4),2,3,0.7,,Thermodynamics and Tutorial,Nhiệt động học,VCKDL
TE2609,Kỹ thuật thủy khí ,2(2-0-1-4),2,3.5,0.6,,Fluid Mechanics,Kỹ thuật thủy khí ,VCKDL
IT4931,Lưu trữ và xử lý dữ liệu lớn,3(3-1-0-6),3,4,0.6,IT3090,Big data storage and processing,Lưu trữ và xử lý dữ liệu lớn,KCNTT
IT4831,Phòng chống tấn công mạng,2(2-0-1-4),2,3.5,0.6,IT4263,Network Attack and Defense,Phòng chống tấn công mạng,KCNTT
IT4863,Tìm kiếm thông tin,3(3-1-0-6),3,4,0.7,"(MI1140!/MI1141!),MI2020,(IT3010/IT3011)",Information Retrieval,Tìm kiếm thông tin,KCNTT
IT4930,Nhập môn Khoa học dữ liệu,2(2-1-0-4),2,3,0.6,"(IT3040/IT3120),(IT3090/IT3292),IT3190=",Introduction to Data Science,Nhập môn Khoa học dữ liệu,KCNTT
IT4613,Hệ gợi ý,3(2-2-0-6),3,4,0.5,"IT3040,IT3120",Recommender System,Hệ gợi ý,KCNTT
MSE2024,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7,,Technical Writing and Presentation,Technical Writing and Presentation,KKHVCNVL
ET4291,Hệ điều hành,3(3-1-0-6),3,4,0.7,,Operating Systems,Hệ điều hành,KDTVT
ET2031,Kỹ thuật lập trình C/C++,2(2-1-0-4),2,3,0.7,,C/C++ Programming Language,Kỹ thuật lập trình C/C++,KDTVT
IT4997,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,,Bachelor Thesis,Đồ án tốt nghiệp cử nhân,KCNTT
IT4441,Giao diện và trải nghiệm người dùng,3(2-2-0-6),3,4,0.6,IT3180/IT4080/IT4082,User Interface and User Experience,Giao diện và trải nghiệm người dùng,KCNTT
TE3661,Lý thuyết thiết kế tàu thủy,4(4-1-0-6),4,5,0.7,TE3610,Ship Design Theory,Lý thuyết thiết kế tàu thủy,VCKDL
TE3651,Kết cấu thân tàu và phương tiện nổi ,3(3-1-0-6),3,4,0.7,TE3610,Ship and floating vehicle construction,Kết cấu thân tàu và phương tiện nổi ,VCKDL
TE4631,Công nghệ đóng tàu và phương tiện nổi ,3(3-1-0-6),3,4,0.7,"TE3610,TE3651",Building Technology for Floating  Vehicles,Công nghệ đóng tàu và phương tiện nổi ,VCKDL
TE4611,Ứng dụng tin học trong kỹ thuật tàu thủy  ,2(2-1-0-4),2,3,0.7,TE3610,Computer Aided for Ship Engineering,Ứng dụng tin học trong kỹ thuật tàu thủy  ,VCKDL
TE4051,Trang bị năng lượng tàu thủy ,3(3-1-0-6),3,4,0.7,TE3610,Ship Power Systems,Trang bị năng lượng tàu thủy ,VCKDL
TE4621,Thiết bị - Hệ thống tàu thủy và phương tiện nổi,3(3-1-0-6),3,4,0.7,TE3610,Ship Auxiliary Machinery,Thiết bị - Hệ thống tàu thủy và phương tiện nổi,VCKDL
TE4632,Công nghệ sửa chữa tàu và phương tiện nổi,2(2-1-0-4),2,3,0.7,"TE3610,TE3651",Repair Technology for floating Vehicles,Công nghệ sửa chữa tàu và phương tiện nổi,VCKDL
ET2072,Lý thuyết thông tin,2(2-0-1-4),2,3.5,0.7,, Information Theory,Lý thuyết thông tin,KDTVT
ET3241,Điện tử tương tự II,2(2-0-1-4),2,3.5,0.7,,Analog Electronics II,Điện tử tương tự II,KDTVT
ET2011,Kỹ thuật điện tử,4(4-0-0-8),4,4,0.7,,Electronic Engineering,Kỹ thuật điện tử,KDTVT
BF3815,Quá trình và thiết bị chuyển khối ,2(2-0-0-4),2,2,0.7,,Mass Transfer Process and Equipment,Quá trình và thiết bị chuyển khối ,VCNSHVTP
BF3816,Quá trình và thiết bị truyền nhiệt,2(2-0-0-4),2,2,0.7,,Heat Transfer Process and Equipment,Quá trình và thiết bị truyền nhiệt,VCNSHVTP
BF3831,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm(CN),3(2-0-2-6),3,5,0.7,,Food Quality Analysis and Inspection,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm(CN),VCNSHVTP
BF3817,Đồ án I - Quá trình thiết bị,2(0-0-4-4),2,4,0.7,,Project I: Processes and Equipments,Đồ án I - Quá trình thiết bị,VCNSHVTP
BF3818,Đồ án II – Công nghệ thực phẩm,2(0-0-4-4),2,4,0.7,,Project II: Food-Processing,Đồ án II – Công nghệ thực phẩm,VCNSHVTP
BF3811,Nguyên liệu và phụ gia thực phẩm,2(2-0-0-4),2,2,0.7,,Food Materials and Additives,Nguyên liệu và phụ gia thực phẩm,VCNSHVTP
BF3819,Công nghệ sản xuất thực phẩm,4(4-0-0-8),4,4,0.7,,Food Processing,Công nghệ sản xuất thực phẩm,VCNSHVTP
BF3813,Bảo quản thực phẩm,2(2-0-0-4),2,2,0.7,,Food Preservation,Bảo quản thực phẩm,VCNSHVTP
BF3840,Hệ thống Quản lý chất lượng thực phẩm,2(2-0-0-4),2,2,0.7,,Food Quality Management Systems,Hệ thống Quản lý chất lượng thực phẩm,VCNSHVTP
BF4710,Thí nghiệm chuyên ngành CNTP,2(0-0-4-4),2,6,0.7,,Advanced Experiments in Food Technology,Thí nghiệm chuyên ngành CNTP,VCNSHVTP
BF4801,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5,,Industrial Internship,Thực tập công nghiệp,VCNSHVTP
BF4800,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,VCNSHVTP
ET4021,Xử lý số tín hiệu,3(3-0-1-6),3,4.5,0.7,ET2060,Digital Signal Processing,Xử lý số tín hiệu,KDTVT
IT4069,Lập trình mạng,3(3-0-1-6),3,4.5,0.7,IT3080/IT3580,Network Programming,Lập trình mạng,KDTVT
IT3921,Đồ án II: Phân tích thiết kế hệ thống,3(0-0-6-6),3,6,0.5,,Project II: System Analysis and Design,Đồ án II: Phân tích thiết kế hệ thống,KCNTT
EM3199,Đồ án ứng dụng Quản trị học vào kinh doanh,1(0-0-2-4),1,2,1,,Project of Applied Management Science in Business,Đồ án ứng dụng Quản trị học vào kinh doanh,KKTVQL
CH3474,Kỹ thuật hóa học đại cương,2(2-1-0-4),2,3,0.7,CH1010/CH1015,General Chemical Engineering,Kỹ thuật hóa học đại cương,KCNHH
ET2041,Cấu kiện điện tử,3(3-0-1-6),3,4.5,0.7,,Electronic Devices,Cấu kiện điện tử,KDTVT
ET4011,Đồ án II,2(0-0-4-4),2,4,0.7,,Project II,Đồ án II,KDTVT
ET4610,Điện tử công suất,3(3-1-0-6),3,4,0.7,,Power Electronics,Điện tử công suất,KDTVT
ET4911,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,KDTVT
ET4910,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5,,Industrial Internship,Thực tập công nghiệp,KDTVT
IT3650,Lập trình Java,3(0-0-6-6),3,6,0.7,,Java Programming,Lập trình Java,KCNTT
IT3660,Lập trình Android,3(0-0-6-6),3,6,0.7,,Android Programming,Lập trình Android,KCNTT
IT3941,Đồ án 3: Định hướng công nghệ,3(0-0-6-6),3,6,0.5,,Project 3: Technology Orientation,Đồ án 3: Định hướng công nghệ,KCNTT
MSE2050,Phương pháp tính toán vật liệu,3(2-2-0-6),3,4,0.6,,Computational methods for materials scientists and engineers,Phương pháp tính toán vật liệu,KKHVCNVL
MSE2060,Thí nghiệm 1,2(0-0-4-4),2,6,0.6,,Lab 1,Thí nghiệm 1,KKHVCNVL
MSE2228,Vật liệu học,2(2-0-1-4),2,3.5,0.7,,Materials science,Vật liệu học,KKHVCNVL
NE3015,Vật lý hạt nhân,3(2-1-1-6),3,4.5,0.7,,Nuclear Physics,Vật lý hạt nhân,VVLKT
NE3016,Tương tác bức xạ với vật chất,2(1-1-1-4),2,3.5,0.7,,Interaction of Radiation with Matter,Tương tác bức xạ với vật chất,VVLKT
NE3017,Phương pháp Monte Carlo trong kỹ thuật hạt nhân,2(1-2-0-4),2,3,0.7,,Monte Carlo Method in Nuclear Engineering,Phương pháp Monte Carlo trong kỹ thuật hạt nhân,VVLKT
NE3025,Đầu dò bức xạ,3(2-1-1-6),3,4.5,0.7,,Radiation Detectors,Đầu dò bức xạ,VVLKT
NE3026,Đo đạc thực nghiệm hạt nhân,3(2-1-1-6),3,4.5,0.7,,Experimental Nuclear Physics,Đo đạc thực nghiệm hạt nhân,VVLKT
NE3027,PP tính toán số và lập trình ứng dụng,3(2-2-0-6),3,4,0.7,,Numerical Methods and Applied Programming,PP tính toán số và lập trình ứng dụng,VVLKT
NE3035,Liều lượng học và an toàn bức xạ,2(2-0-0-4),2,2,0.7,,Dosimetry and Radiation Safety,Liều lượng học và an toàn bức xạ,VVLKT
NE3036,Che chắn bức xạ,3(2-1-1-6),3,4.5,0.7,,Radiation Shielding,Che chắn bức xạ,VVLKT
NE3037,Cơ sở máy gia tốc,2(2-0-0-4),2,2,0.7,,Introduction to Accelerators,Cơ sở máy gia tốc,VVLKT
NE3038,Kỹ thuật phân tích hạt nhân,3(2-0-2-6),3,5,0.6,,Nuclear Analytical Techniques,Kỹ thuật phân tích hạt nhân,VVLKT
NE3041,Kỹ thuật điện tử,3(2-1-1-6),3,4.5,0.7,,Electronic Engineering,Kỹ thuật điện tử,VVLKT
NE3042,Điện tử số hạt nhân,3(2-0-2-6),3,5,0.7,,Digital Electronics for Nuclear Physics,Điện tử số hạt nhân,VVLKT
NE3043,Thiết bị hạt nhân,3(2-1-1-6),3,4.5,0.7,,Nuclear Instrumentation,Thiết bị hạt nhân,VVLKT
NE3051,Thực tập cơ sở,2(0-0-4-4),2,4,0.7,,Basic Practice,Thực tập cơ sở,VVLKT
NE3052,Thực tập kỹ thuật hạt nhân,4(0-0-8-8),4,8,0.7,,Nuclear Engineering Practice,Thực tập kỹ thuật hạt nhân,VVLKT
PH3400,"Cơ sở quang học, quang ĐT",3(2-1-1-6),3,4.5,0.7,,Introduction to optics and optoelectronics,"Cơ sở quang học, quang ĐT",VVLKT
PH3410,Hệ thống nhúng và ứng dụng,3(2-1-1-6),3,4.5,0.7,,Embedded systems and applications,Hệ thống nhúng và ứng dụng,VVLKT
TE2601,Kỹ thuật thủy khí,3(2-1-1-4),3,4.5,0.7,"(MI1111/MI1110),(MI1121/MI1120)",Fluid Mechanics,Kỹ thuật thủy khí,VCKDL
TE2821,Vật liệu hàng không,2(2-1-0-4),2,3,0.7,ME2215/ME2112/ME2142,Aircraft Material,Vật liệu hàng không,VCKDL
TE3620,Tiếng Anh chuyên ngành KTTT,2(2-1-0-4),2,3,0.6,,English for Shipbuilding Engineering,Tiếng Anh chuyên ngành KTTT,VCKDL
TE3630,Cơ kết cấu tàu thủy,2(2-1-0-4),2,3,0.6,"(ME2215/ME2112/ME2142),(ME3191/ME2102)",Ship Structural Mechanics,Cơ kết cấu tàu thủy,VCKDL
TE3640,Vẽ kỹ thuật tàu thủy,2(2-1-0-4),2,3,0.6,"ME2011,(ME2201/ME2012)",Ship Technical Drawing,Vẽ kỹ thuật tàu thủy,VCKDL
TE3861,Các hệ thống trên máy bay I,2(2-1-0-4),2,3,0.6,"(EE2012/EE2010),ET2010,TE3831",Aircraft Systems I,Các hệ thống trên máy bay I,VCKDL
TEX3011,Đại cương công nghệ sợi dệt,2(2-0-0-4),2,2,0.7,,The basics of textile technology,Đại cương công nghệ sợi dệt,KCNDMVTT
TEX3012,Quản lý sản xuất ngành may,2(2-1-0-4),2,3,0.7,,Garment Production Management,Quản lý sản xuất ngành may,KCNDMVTT
TEX3022,Quản lý chất lượng ngành may,2(2-1-0-4),2,3,0.7,,Management in Garment,Quản lý chất lượng ngành may,KCNDMVTT
TEX3031,Quản lý chất lượng ngành dệt,2(2-1-0-4),2,3,0.7,,Management in Textile,Quản lý chất lượng ngành dệt,KCNDMVTT
TEX3041,Tiếng Anh chuyên ngành dệt,3(3-1-0-6),3,4,0.7,,Technical English for Textile Engineering,Tiếng Anh chuyên ngành dệt,KCNDMVTT
TEX3042,Tiếng Anh chuyên ngành may,3(3-1-0-6),3,4,0.6,,English specialized in Clothing technology,Tiếng Anh chuyên ngành may,KCNDMVTT
TEX3051,Vật liệu dệt,4(4-0-0-8),4,4,0.7,,Textile material,Vật liệu dệt,KCNDMVTT
TEX3052,Vật liệu May,3(3-0-1-6),3,4.5,0.7,,Garment material,Vật liệu May,KCNDMVTT
TEX3061,"Thực hành sợi, vải",2(0-0-4-4),2,6,0.5,,Yarn and fabric practice,"Thực hành sợi, vải",KCNDMVTT
TEX3071,An toàn lao động và môi trường ngành dệt,2(2-0-0-4),2,2,0.7,,Safety and environment in Textile Industry,An toàn lao động và môi trường ngành dệt,KCNDMVTT
TEX3081,Cấu trúc vải dệt thoi,2(2-1-0-4),2,3,0.7,,Woven fabric structure,Cấu trúc vải dệt thoi,KCNDMVTT
TEX3091,Cấu trúc vải dệt kim,2(2-1-0-4),2,3,0.7,,Structure of knitted fabrics,Cấu trúc vải dệt kim,KCNDMVTT
TEX5243,Đại cương xử lý hóa học sản phẩm dệt,2(2-0-0-4),2,2,0.7,,Introduction of Textile chemical processing,Đại cương xử lý hóa học sản phẩm dệt,KCNDMVTT
EM3417,Quản trị sản xuất (BTL),3(2-2-0-6),3,4,0.6,,Operations Management,Quản trị sản xuất (BTL),KKTVQL
EM3222,Luật kinh doanh,2(2-1-0-4),2,3,0.7,EM1170,Business Legal Environment,Luật kinh doanh,KKTVQL
EM3301,Đạo đức kinh doanh,2(2-1-0-4),2,3,0.7,,Business Ethics,Đạo đức kinh doanh,KKTVQL
EM3511,Lý thuyết tài chính tiền tệ,2(2-1-0-4),2,3,0.7,EM1100/EM3100,Theory of Finance and Monetary,Lý thuyết tài chính tiền tệ,KKTVQL
EM3519,Tài chính doanh nghiệp,3(3-1-0-6),3,4,0.7,EM3500,Corporate Finance,Tài chính doanh nghiệp,KKTVQL
EM4542,Thuế và hệ thống thuế,2(2-1-0-4),2,3,0.6,"(EM1100,EM1110)/(EM3100,EM3110)",Tax and Taxation System,Thuế và hệ thống thuế,KKTVQL
EM2713,Kế toán tài chính 1 (BTL),3(2-2-0-6),3,4,0.6,EM3500,Financial Accounting 1,Kế toán tài chính 1 (BTL),KKTVQL
EM2120,Kinh tế và quản lý công nghiệp,2(2-1-0-4),2,3,0.7,EM1100/EM3100,Managerial Economics,Kinh tế và quản lý công nghiệp,KKTVQL
EM3432,Quản trị chuỗi cung ứng,3(3-1-0-6),3,4,0.6,,Supply Chain Management,Quản trị chuỗi cung ứng,KKTVQL
EM4624,Kinh tế dầu khí,3(3-1-0-6),3,4,0.6,,Oil and Natural Gas Economics,Kinh tế dầu khí,KKTVQL
EE3245,Thiết bị đóng cắt và bảo vệ,3(2-1-1-6),3,4.5,0.5,,Swithgear and protection systems,Thiết bị đóng cắt và bảo vệ,KD
HE2001,Nhập môn kỹ thuật nhiệt - lạnh,2(2-0-2-6),2,5,0.7,,Introduction to Thermal Engineering,Nhập môn kỹ thuật nhiệt - lạnh,VKHVCNNL
HE4025,Kỹ thuật cháy,2(2-1-0-6),2,3,0.7,,Combustion Engineering,Kỹ thuật cháy,VKHVCNNL
MSE2023,Sự hình thành tổ chức tế vi vật liệu,3(3-0-1-6),3,4.5,0.6,,Microstructural evolution in materials,Sự hình thành tổ chức tế vi vật liệu,KKHVCNVL
MSE3025,"Tính chất quang, điện, từ của vật liệu",3(3-0-1-6),3,4.5,0.7,,"Electronic, optical and magnetic properties of materials","Tính chất quang, điện, từ của vật liệu",KKHVCNVL
MSE3031,Các quá trình trong kỹ thuật vật liệu,3(2-2-0-6),3,4,0.7,,Materials processing in materials,Các quá trình trong kỹ thuật vật liệu,KKHVCNVL
EV2225,Sinh thái học môi trường,2(2-1-0-4),2,3,0.6,,Environmental Ecology,Sinh thái học môi trường,VKHVCNMT
EV3118,Kỹ thuật xử lý nước thải,3(3-1-0-6),3,4,0.6,,Wastewater Treatment Engineering,Kỹ thuật xử lý nước thải,VKHVCNMT
EV3226,Quản lý chất thải rắn,3(3-0-1-6),3,4.5,0.7,,Solid Waste Management,Quản lý chất thải rắn,VKHVCNMT
IT3943,Project III,3(0-0-6-12),3,6,0.5,,Project III,Project III,KCNTT
BEM4211,Anh văn ngành QTKD,3(3-0-0-6),3,3,0.7,,English for Business Administration,Anh văn ngành QTKD,VDTLT
BEE4040,Bảo vệ và điều khiển HTĐ I,3(3-1-0-6),3,4,0.7,,Power System Protection and Control I,Bảo vệ và điều khiển HTĐ I,VDTLT
BEE4061,Bảo vệ và điều khiển HTĐ II,3(3-1-0-6),3,4,0.7,,Power System Protection and Control II,Bảo vệ và điều khiển HTĐ II,VDTLT
BEE4060,Đồ án III,2(0-0-4-4),2,4,0.7,,Project III: Power Systems,Đồ án III,VDTLT
BEE5010,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,0.5,,Graduation Project,Đồ án tốt nghiệp,VDTLT
BEM3190,Hành vi tổ chức,2(2-0-0-4),2,2,0.7,,Organizational Behaviors,Hành vi tổ chức,VDTLT
BEE3425,Hệ thống cung cấp điện,3(3-1-0-6),3,4,0.7,,Power Supply Systems,Hệ thống cung cấp điện,VDTLT
BEM4218,Hệ thống thông tin QT,3(3-0-0-6),3,3,0.7,,Management Information Systems,Hệ thống thông tin QT,VDTLT
BEM4720,Kế toán doanh nghiệp,3(3-1-0-6),3,4,0.7,,Corporate Accounting,Kê toán doanh nghiệp,VDTLT
BEM4351,Khóa luận tốt nghiệp,6(1-10-0-12),6,15,0.5,,Graduation Thesis,Khóa luận tốt nghiệp,VDTLT
BEM3140,Kinh tế học quốc tế,2(2-0-0-4),2,2,0.7,,International Economics,Kinh tế học quốc tế,VDTLT
BEM3100,Kinh tế học vi mô,3(3-1-0-6),3,4,0.7,,Microeconomics,Kinh tế học vi mô,VDTLT
BEM3110,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.7,,Macroeconomics,Kinh tế học vĩ mô,VDTLT
BEM3130,Kinh tế lượng,3(3-0-0-6),3,3,0.7,,Econometrics,Kinh tế lượng,VDTLT
BEE4050,KTĐ cao áp I,3(3-1-0-6),3,4,0.7,,High Voltage Engineering I,KTĐ cao áp I,VDTLT
BEE5050,Kỹ thuật điện cao áp II,2(2-1-0-4),2,3,0.7,,High-Voltage Engineering II,Kỹ thuật điện cao áp II,VDTLT
BEM3220,Luật kinh doanh,3(3-0-0-6),3,3,0.7,,Business Law,Luật kinh doanh,VDTLT
BEE4010,Lưới điện,3(3-1-0-6),3,4,0.7,,Electrical Power Networks,Lưới điện,VDTLT
BEM3210,Marketing cơ bản,3(3-0-0-6),3,3,0.7,,Fundamentals of Marketing,Marketing cơ bản,VDTLT
BEE4020,Ngắn mạch trong HTĐ,3(3-1-0-6),3,4,0.7,,Short Circuit Analysis,Ngắn mạch trong HTĐ,VDTLT
BEM3500,Nguyên lý kế toán,3(3-0-0-6),3,3,0.7,,Principles of Accounting,Nguyên lý kế toán,VDTLT
BEE4112,Nhà máy thủy điện,2(2-0-0-4),2,2,0.7,,Hydro Power Plants,Nhà máy thủy điện,VDTLT
BEE4115,Ổn định HTĐ,2(2-1-0-4),2,3,0.7,,Power System Stability,Ổn định HTĐ,VDTLT
BEE4030,Phần điện NMĐ và TBA,4(4-0-0-8),4,4,0.7,,Electrical Components of Power Plants and Substations ,Phần điện NMĐ và TBA,VDTLT
BEM4212,Phân tích hoạt động kinh doanh,3(3-0-0-6),3,3,0.7,,Corporate Performance Analysis,Phân tích hoạt động kinh doanh,VDTLT
BEM4413,Quản trị nhân lực,3(3-0-0-6),3,3,0.7,,Human Resource Management,Quản lý nhân lực,VDTLT
BEM4412,Quản trị chất lượng,2(2-1-0-4),2,3,0.7,,Quality Management,Quản trị chất lượng,VDTLT
BEM4416,Quản trị chiến lược,3(3-0-0-6),3,3,0.7,,Strategy Management,Quản trị chiến lược,VDTLT
BEM4415,Quản trị công nghệ,2(2-0-0-4),2,2,0.7,,Technology Management,Quản trị công nghệ,VDTLT
BEM4435,Quản trị dự án,3(3-0-0-6),3,3,0.7,,Project Management,Quản trị dự án,VDTLT
BEM3111,Quản trị học,3(3-1-0-6),3,4,0.7,,Management Science,Quản trị học,VDTLT
BEM4312,Quản trị marketing,3(3-1-0-6),3,4,0.7,,Marketing Management,Quản trị marketing,VDTLT
ED1010,Tâm lý học giáo dục,3(2-2-0-6),3,4,0.7,,Educational Psychology,Tâm lý học giáo dục,KSPKT
AC2010,Kỹ thuật lập trình,2(2-1-0-4),2,3,0.7,,Programming Techniques,Kỹ thuật lập trình,VMICA
ED2020,Mỹ thuật căn bản,2(2-0-1-4),2,3.5,0.7,,Basic Arts,Mỹ thuật căn bản,KSPKT
ED2000,Nhập môn ngành Công nghệ Giáo dục,2(2-0-1-4),2,3.5,0.7,,Introduction to Educational Technology,Nhập môn ngành Công nghệ Giáo dục,KSPKT
ED2030,Thiết kế dạy học,3(2-1-1-6),3,4.5,0.7,,Instructional Design,Thiết kế dạy học,KSPKT
ED3290,Công nghệ dạy học,3(2-2-0-6),3,4,0.7,,Instructional Technology,Công nghệ dạy học,KSPKT
ED3300,Kĩ năng dạy học ,3(2-1-1-6),3,4.5,0.7,,Instructional Skills,Kĩ năng dạy học ,KSPKT
ED3310,Công cụ và Kĩ thuật đánh giá,2(2-1-0-4),2,3,0.7,,Evaluation Techniques and Tools,Công cụ và Kĩ thuật đánh giá,KSPKT
ED3320,Quản trị dự án,3(2-2-0-6),3,4,0.7,,Practical Project Management,Quản trị dự án,KSPKT
ED3330,Giáo dục người lớn,2(2-0-0-4),2,2,0.7,,Principles of Adult Learning,Giáo dục người lớn,KSPKT
ED3340,E-learning,3(2-1-1-6),3,4.5,0.7,,E-learning,E-learning,KSPKT
ED3350,Tiếng Anh chuyên ngành Công nghệ giáo dục,2(2-0-0-4),2,2,0.7,,English for Educational Technology,Tiếng Anh chuyên ngành Công nghệ giáo dục,KSPKT
